id,debtor_code,retailers_group_name,retailers_name,company_name,branch,branch_code,business_registration_no,billing_address,delivery_address,credit_terms,sales_agent,bill_to,created_at,updated_at
88,300-T044,TUNAS MANJA (TMG),TUNAS MANJA SDN BHD,TUNAS MANJA SDN BHD,TUNAS MANJA SDN BHD (CAWANGAN ALAM BUDIMAN),,166702T,,"NO.9-19, GROUND FLOOR, JALAN PULAU LUMUT U10/68,ALAM BUDIMAN, SEKSYEN
U10,40170SHAH ALAMSELANGORMALAYSIA",Net 45 days,CEN-001 AZIZ,Manufacturing,,
89,300-S017,ST ROSYAM,ST ROSYAM MART SDN BHD,ST ROSYAM MART SDN BHD,ST ROSYAM MART SDN BHD - KLANG,,,,"LOT 15749 & LOT 15750, BATU 3 1/2 JALAN KEBUN,
41200 KLANG BANDAR DIRAJA,
SELANGOR DARUL EHSAN.",Net 30 days,CEN-001 AZIZ,Original,,
90,300-ST02,ST ROSYAM,ST ROSYAM MART SDN BHD,ST ROSYAM MART SDN BHD,ST ROSYAM MART (SHAH ALAM) SDN BHD,,1301133-A,,"LOT NO.1 (PT 575), JALAN TENGKU AMPUAN ZABEDAH G 9/G, SEKSYEN 9, 40100
SHAH ALAM, SELANGOR",Net 30 days,CEN-001 AZIZ,Original,,
91,300-TM02,TUNAS MANJA (TMG),TUNAS MANJA SDN BHD,TUNAS MANJA SDN BHD,TUNAS MANJA SDN BHD (CAWANGAN ECO ARDENCE),,166702-T,,"NO 5-15, JALAN ECO ARDENCE C U12/36C,
SEKSYEN U12,
40170 SHAH ALAM SELANGOR",Net 45 days,CEN-001 AZIZ,Manufacturing,,
92,300-C004,Checkers,Checkers Hypermarket Sdn Bhd,Checkers Hypermarket Sdn Bhd,"Checkers Hypermarket Sdn Bhd
(Head Quarter)",,,,"Lot 7, Persiaran Selangor,
Section 15, 40000 Shah Alam,
Selangor Darul Ehsan.",Net 30 days,CEN-001 AZIZ,Original,,
93,300-0000,CS Grocer,CS GROCER SDN.BHD,CS GROCER SDN.BHD,CS GROCER SDN.BHD (PUNCAK ALAM) (PA),,,,"35-47, JALAN HILLPARK 11/9, PUSAT PERDAGANGAN HILLPARK,
42300 PUNCAK ALAM SELANGOR",Net 30 days,CEN-001 AZIZ,Original,,
96,300-T078,TUNAS MANJA (TMG),TUNAS MANJA SDN BHD,TUNAS MANJA SDN BHD,TUNAS MANJA SDN BHD (CAWANGAN ELMINA SHAH ALAM),,166702T,,"GROUND FLOOR, JALAN ESERINA Y U16/Y,ELMINA EAST,40160SHAH
ALAMSELANGORMALAYSIA",Net 45 days,CEN-001 AZIZ,Manufacturing,,
97,300-P036,PASARAYA DARUSSALAM,PASARAYA DARUSSALAM SDN BHD,PASARAYA DARUSSALAM SDN BHD,PASARAYA DARUSSALAM SDN BHD (PDS 3),,794450P,,"T-00-U.06 JALAN P9E/1,
PRESINT 9,
62250 PUTRAJAYA,
WILAYAH PERSEKUTUAN PUTRAJAYA.",Net 30 days,CEN-002 NAZH,Manufacturing,,
98,300-CS01,CS Grocer,CS GROCER SDN.BHD,CS GROCER SDN.BHD,CS GROCER SDN.BHD (KAJANG MEWAH) (KM),,,,"NO:1 ,JALAN KAJANG MEWAH 7B, TAMAN KAJANG MEWAH ,
43000",Net 30 days,CEN-002 NAZH,Original,,
99,300-P051,PASARAYA DARUSSALAM,PASARAYA DARUSSALAM SDN BHD,PASARAYA DARUSSALAM SDN BHD,PASARAYA DARUSSALAM SDN BHD (PDS 4),,794450P,,"NO5-G,GROUND FLOOR, JALAN P16/1,PRESINT 16,62050 PUTRAJAYA,WILAYAH
PERSEKUTUAN PUTRAJAYA.",Net 30 days,CEN-002 NAZH,Manufacturing,,
100,300-P028,PASARAYA DARUSSALAM,PASARAYA DARUSSALAM SDB BHD,PASARAYA DARUSSALAM SDB BHD,PASARAYA DARUSSALAM SDB BHD (PDS 6),,794450P,,LOT K02 TEMPAT LETAK KERETA BERTINGKAT PRESINT 4 62250 PUTRAJAYA,Net 30 days,CEN-002 NAZH,Manufacturing,,
101,300-CS02,CS Grocer,CS GROCER SDN.BHD,CS GROCER SDN.BHD,CS GROCER SDN.BHD (PLAZA METRO) (PM),,,,"PLAZA METRO KAJANG (LG FLOOR) NO.4, JALAN TUN ABDUL
AZIZ, SEKSYEN 1, 43000",Net 30 days,CEN-002 NAZH,Original,,
102,300-T088,TUNAS MANJA (TMG),TUNAS MANJA SDN BHD,TUNAS MANJA SDN BHD,TUNAS MANJA SDN BHD (CAWANGAN RAZAK CITY KL),,166702T,,"NO.RC3-11 - RC3-17, GROUND FLOOR
RESIDENSI BANDAR RAZAK
57100 KUALA LUMPUR W.PERSEKUTUAN MALAYSIA",Net 45 days,CEN-002 NAZH,Manufacturing,,
103,300-TM21,TUNAS MANJA (TMG),TUNAS MANJA SDN BHD,TUNAS MANJA SDN BHD,TUNAS MANJA SDN BHD (CAWANGAN TG MALIM),,166702T,,"PLAZA TANJONG MALIM, NO 21,JALAN LOKE YEW,35900TANJONG MALIMPERAKMALAYSIA",Net 45 days,OFF-001 OFFI,Manufacturing,,
104,300-T045,TUNAS MANJA (TMG),TUNAS MANJA SDN BHD,TUNAS MANJA SDN BHD,TUNAS MANJA SDN BHD (CAWANGAN BANDAR SERI COALFIELDS),,166702-T,,"NO.23-G, 25-G & 27-G, JALAN BSC 2C/5,PRECINCT 2, BANDAR SERI
COALFIELDS,47000SUNGAI BULOH,SELANGORMALAYSIA",Net 45 days,CEN-003 THUR,Manufacturing,,
105,300-T050,TUNAS MANJA (TMG),TUNAS MANJA SDN BHD,TUNAS MANJA SDN BHD,TUNAS MANJA SDN BHD (CAWANGAN SRI RAMPAI),,166702-T,,"NO. 2, JALAN RAMPAI NIAGA 3,RAMPAI BUSINESS PARK,53300KUALA
LUMPURSELANGORMALAYSIA",Net 45 days,CEN-003 THUR,Manufacturing,,
106,300-T089,TUNAS MANJA (TMG),TUNAS MANJA SDN BHD,TUNAS MANJA SDN BHD,TMG MART (CENTRAL) SDN BHD (CAWANGAN SUNGAI BULOH),,1126190P,,"LOT 3,5,7 & 9, GROUND FLOOR, JALAN KATI G U19/G,
TAMAN MEDAN MAS, KG BARU SUNGAI BULOH,
40160 SHAH ALAM SELANGOR MALAYSIA",Net 45 days,CEN-003 THUR,Manufacturing,,
107,300-PR04,PASARAYA IRSYAD BALOK,PASARAYA IRSYAD BALOK SDN BHD,PASARAYA IRSYAD BALOK SDN BHD,PASARAYA IRSYAD KUANTAN,,1327225K,"B2-8 LORONG CHENGAL LEMPUNG AMAN 1
PERUMAHAN CHENGAL LEMPUNG AMAN
26100 KUANTAN PAHANG DARUL MAKMUR","B2-8 LORONG CHENGAL LEMPUNG AMAN 1
PERUMAHAN CHENGAL LEMPUNG AMAN
26100 KUANTAN PAHANG DARUL MAKMUR",Net 30 days,OFF-001 OFFI,Manufacturing,,
108,300-A010,RAMLY HALAL MART,RAMLY HALAL MART SDN. BHD.,RAMLY HALAL MART SDN. BHD.,RAMLY HALAL MART SDN.BHD. (KMB),,284466-D,"NO 12, JALAN 29/10A
TMN PERINDUSTRIAN IKS MUKIM BATU
68100 KULA LUMPUR","NO 12 JALAN 29/10A TAMAN PERIN
IKS MUKIM BATU, KL
KUALA LUMPUR
Malaysia",C.O.D.,OFF-001 OFFI,Original,,
109,300-C009,CS Grocer,CS GROCER SDN.BHD,CS GROCER SDN.BHD,CS GROCER SDN BHD (KAJANG REKO) (KJ),,,,"12 G&M-16 G&M, JLN HENTIAN 1C PUSAT HENTIAN KAJANG, JLN
 REKO  43000 KAJANG SELANGOR",Net 30 days,CEN-002 NAZH,Original,,
110,300-PK01,PKPS EHSAN AGROTECH,PKPS EHSAN AGROTECH SDN BHD,PKPS EHSAN AGROTECH SDN BHD,PKPS EHSAN MART MELAWATI,,,,"Ehsan Mart (Tmn Melawati), No. 5445-G, Jalan J 9, Taman Melawati ",Net 30 days,OFF-001 OFFI,Original,,
111,300-PK02,PKPS EHSAN AGROTECH,PKPS EHSAN AGROTECH SDN BHD,PKPS EHSAN AGROTECH SDN BHD,PKPS EHSAN SELAYANG,,,,"7G, Jalan Dataran Selayang 2, Dataran Selayang",Net 30 days,OFF-001 OFFI,Original,,
112,300-PK03,PKPS EHSAN AGROTECH,PKPS EHSAN AGROTECH SDN BHD,PKPS EHSAN AGROTECH SDN BHD,PKPS EHSAN PANDAN UTAMA,,,,"No. SA33-G, Lorong Pandan Pertama 3, Pandan Utama, 68000, Ampang, Selangor",Net 30 days,OFF-001 OFFI,Original,,
113,TEMP-013,Global Food Merchant,Global Food Merchant Holdings Sdn Bhd,Global Food Merchant Holdings Sdn Bhd,Global Food Merchant (Kota Damansara),,1182442-W,"No. 22A-1, Jalan PJU 5/9
Dataran Sunway, Kota Damansara
47810 Petaling Jaya, Selangor","No. 22A-1, Jalan PJU 5/9
Dataran Sunway, Kota Damansara
47810 Petaling Jaya, Selangor",Net 30 days,CEN-001 AZIZ,Original,,
116,TEMP-012,Global Food Merchant,Global Food Merchant Holdings Sdn Bhd,Global Food Merchant Holdings Sdn Bhd,Global Food Merchant (Bukit Serdang),,1182442-W,"Lot 20155, Jalan BS 5/26
Taman Bukit Serdang
43300 Seri Kembangan, Selangor","Lot 20155, Jalan BS 5/26
Taman Bukit Serdang
43300 Seri Kembangan, Selangor",Net 30 days,CEN-001 AZIZ,Original,,
117,TEMP-001,Super Seven,SUPER SEVEN TRADE CENTRE SDN. BHD.,SUPER SEVEN TRADE CENTRE SDN. BHD.,SUPER SEVEN TRADE CENTRE SDN. BHD.,,(1197361-H),"R-LG-1, Centrum Mall, Jalan Ikram-Uniten,
Taman UniPark Suria,
43000 Kajang, Selangor.","R-LG-1, Centrum Mall, Jalan Ikram-Uniten,
Taman UniPark Suria,
43000 Kajang, Selangor.",,,Original,,
118,TEMP-002,SRI TERNAK,SRI TERNAK MART SDN BHD,SRI TERNAK MART SDN BHD,SRI TERNAK MART (SK) SDN BHD,,,,"LOT 3, KOMPLEKS PERNIAGAAN, PASAR BORONG SELANGOR,
KM10, JALAN SERI KEMBANGAN,
SELANGOR.",,,Original,,
119,TEMP-003,ST ROSYAM,ST ROSYAM MART SDN BHD,ST ROSYAM MART SDN BHD,ST ROSYAM MART SDN BHD - SENAWANG,,,,"LOT A1 & A8, KIPMALL SENAWANG, NO 1, JALAN KLS 1,
LAVENDER HEIGHTS, SEREMBAN,
70450 NEGERI SEMBILAN",,,Original,,
120,TEMP-004,ST ROSYAM,ST ROSYAM MART SDN BHD,ST ROSYAM MART SDN BHD,ST ROSYAM MART SDN BHD,,,,"PT 35710 HSM 9116, BATU 22, JALAN BERANANG,MUKIM SEMENYIH,
43500 SEMENYIH, SELANGOR",,,Original,,
121,TEMP-005,Checkers,Checkers Hypermarket Sdn Bhd,Checkers Hypermarket Sdn Bhd,Jalan Impian Perdana 1,,,,"25, Jalan Impian Perdana 1,
Saujana Impian, 43000 Kajang,
Selangor.",,,Original,,
122,TEMP-006,Pasaraya Darussalam,PASARAYA DARUSSALAM SDN BHD,PASARAYA DARUSSALAM SDN BHD,PASARAYA DARUSSALAM SDN BHD (PDS 6),,794450-P,"NO 2, JALAN P9G/1
PRESINT 9
62250 PUTRAJAYA
WILAYAH PERSEKUTUAN","NO 2, JALAN P9G/1
PRESINT 9
62250 PUTRAJAYA
WILAYAH PERSEKUTUAN",Net 30 days,CEN-001 AZIZ,Original,,
123,TEMP-007,Urban Marketplace,URBAN MARKETPLACE SDN BHD,URBAN MARKETPLACE SDN BHD,URBAN MARKETPLACE SDN BHD (SELAYANG),,1088513-T,"G-01, KOMPLEKS M, SELAYANG
JALAN MADRASAH
68100 BATU CAVES SELANGOR","G-01, KOMPLEKS M, SELAYANG
JALAN MADRASAH
68100 BATU CAVES SELANGOR",Net 30 days,CEN-001 AZIZ,Original,,
124,TEMP-008,Urban Marketplace,URBAN MARKETPLACE SDN BHD,URBAN MARKETPLACE SDN BHD,URBAN MARKETPLACE SDN BHD (PUTRA PERDANA),,1088513-T,"No 2, Jalan Putra Perdana 1/1
Taman Putra Perdana
47130 Puchong, Selangor","No 2, Jalan Putra Perdana 1/1
Taman Putra Perdana
47130 Puchong, Selangor",Net 30 days,CEN-001 AZIZ,Original,,
125,TEMP-009,Urban Marketplace,URBAN MARKETPLACE SDN BHD,URBAN MARKETPLACE SDN BHD,URBAN MARKETPLACE SDN BHD (TSI),,1088513-T,"LOT 3793 & 3794, BATU 6 3/4
JALAN KEPONG
52000 KUALA LUMPUR","LOT 3793 & 3794, BATU 6 3/4
JALAN KEPONG
52000 KUALA LUMPUR",Net 30 days,CEN-001 AZIZ,Original,,
126,300-G020-1,Global Food Merchant,Global Food Merchant Holdings Sdn Bhd,Global Food Merchant Holdings Sdn Bhd,Global Food Merchant (USJ 21),,1182442-W,"Lot 9675, Jalan USJ 21/10
47630 Subang Jaya
Selangor","Lot 9675, Jalan USJ 21/10
47630 Subang Jaya
Selangor",Net 30 days,CEN-001 AZIZ,Original,,
127,TEMP-010,Global Food Merchant,Global Food Merchant Holdings Sdn Bhd,Global Food Merchant Holdings Sdn Bhd,Global Food Merchant (Puncak Jalil),,1182442-W,"Lot 10959, Jalan Puncak Jalil 8
Bandar Puncak Jalil
43300 Seri Kembangan, Selangor","Lot 10959, Jalan Puncak Jalil 8
Bandar Puncak Jalil
43300 Seri Kembangan, Selangor",Net 30 days,CEN-001 AZIZ,Original,,
128,TEMP-011,Global Food Merchant,Global Food Merchant Holdings Sdn Bhd,Global Food Merchant Holdings Sdn Bhd,Global Food Merchant (Permaisuri),,1182442-W,"Lot 27 & 29, Jalan Dwitasik
Bandar Sri Permaisuri
56000 Cheras, Kuala Lumpur","Lot 27 & 29, Jalan Dwitasik
Bandar Sri Permaisuri
56000 Cheras, Kuala Lumpur",Net 30 days,CEN-001 AZIZ,Original,,
143,TEMP-014,Super Seven,SUPER SEVEN TRADE CENTRE SDN. BHD.,SUPER SEVEN TRADE CENTRE SDN. BHD.,SUPER SEVEN TRADE CENTRE SDN. BHD.,,(1197361-H),"R-LG-1, Centrum Mall, Jalan Ikram-Uniten,
Taman UniPark Suria,
43000 Kajang, Selangor.","R-LG-1, Centrum Mall, Jalan Ikram-Uniten,
Taman UniPark Suria,
43000 Kajang, Selangor.",,,Original,,
144,TEMP-015,SRI TERNAK,SRI TERNAK MART SDN BHD,SRI TERNAK MART SDN BHD,SRI TERNAK MART (SK) SDN BHD,,,,"LOT 3, KOMPLEKS PERNIAGAAN, PASAR BORONG SELANGOR,
KM10, JALAN SERI KEMBANGAN,
SELANGOR.",,,Original,,
145,TEMP-016,ST ROSYAM,ST ROSYAM MART SDN BHD,ST ROSYAM MART SDN BHD,ST ROSYAM MART SDN BHD - SENAWANG,,,,"LOT A1 & A8, KIPMALL SENAWANG, NO 1, JALAN KLS 1,
LAVENDER HEIGHTS, SEREMBAN,
70450 NEGERI SEMBILAN",,,Original,,
146,TEMP-017,ST ROSYAM,ST ROSYAM MART SDN BHD,ST ROSYAM MART SDN BHD,ST ROSYAM MART SDN BHD,,,,"PT 35710 HSM 9116, BATU 22, JALAN BERANANG,MUKIM SEMENYIH,
43500 SEMENYIH, SELANGOR",,,Original,,
148,TEMP-019,Pasaraya Darussalam,PASARAYA DARUSSALAM SDN BHD,PASARAYA DARUSSALAM SDN BHD,PASARAYA DARUSSALAM SDN BHD (PDS 6),,794450-P,"NO 2, JALAN P9G/1
PRESINT 9
62250 PUTRAJAYA
WILAYAH PERSEKUTUAN","NO 2, JALAN P9G/1
PRESINT 9
62250 PUTRAJAYA
WILAYAH PERSEKUTUAN",Net 30 days,CEN-001 AZIZ,Original,,
149,TEMP-020,Urban Marketplace,URBAN MARKETPLACE SDN BHD,URBAN MARKETPLACE SDN BHD,URBAN MARKETPLACE SDN BHD (SELAYANG),,1088513-T,"G-01, KOMPLEKS M, SELAYANG
JALAN MADRASAH
68100 BATU CAVES SELANGOR","G-01, KOMPLEKS M, SELAYANG
JALAN MADRASAH
68100 BATU CAVES SELANGOR",Net 30 days,CEN-001 AZIZ,Original,,
150,TEMP-021,Urban Marketplace,URBAN MARKETPLACE SDN BHD,URBAN MARKETPLACE SDN BHD,URBAN MARKETPLACE SDN BHD (PUTRA PERDANA),,1088513-T,"No 2, Jalan Putra Perdana 1/1
Taman Putra Perdana
47130 Puchong, Selangor","No 2, Jalan Putra Perdana 1/1
Taman Putra Perdana
47130 Puchong, Selangor",Net 30 days,CEN-001 AZIZ,Original,,
151,TEMP-022,Urban Marketplace,URBAN MARKETPLACE SDN BHD,URBAN MARKETPLACE SDN BHD,URBAN MARKETPLACE SDN BHD (TSI),,1088513-T,"LOT 3793 & 3794, BATU 6 3/4
JALAN KEPONG
52000 KUALA LUMPUR","LOT 3793 & 3794, BATU 6 3/4
JALAN KEPONG
52000 KUALA LUMPUR",Net 30 days,CEN-001 AZIZ,Original,,
152,TEMP-023,Global Food Merchant,Global Food Merchant Holdings Sdn Bhd,Global Food Merchant Holdings Sdn Bhd,Global Food Merchant (Puncak Jalil),,1182442-W,"Lot 10959, Jalan Puncak Jalil 8
Bandar Puncak Jalil
43300 Seri Kembangan, Selangor","Lot 10959, Jalan Puncak Jalil 8
Bandar Puncak Jalil
43300 Seri Kembangan, Selangor",Net 30 days,CEN-001 AZIZ,Original,,
153,TEMP-024,Global Food Merchant,Global Food Merchant Holdings Sdn Bhd,Global Food Merchant Holdings Sdn Bhd,Global Food Merchant (Permaisuri),,1182442-W,"Lot 27 & 29, Jalan Dwitasik
Bandar Sri Permaisuri
56000 Cheras, Kuala Lumpur","Lot 27 & 29, Jalan Dwitasik
Bandar Sri Permaisuri
56000 Cheras, Kuala Lumpur",Net 30 days,CEN-001 AZIZ,Original,,
154,TEMP-025,Global Food Merchant,Global Food Merchant Holdings Sdn Bhd,Global Food Merchant Holdings Sdn Bhd,Global Food Merchant (Bukit Serdang),,1182442-W,"Lot 20155, Jalan BS 5/26
Taman Bukit Serdang
43300 Seri Kembangan, Selangor","Lot 20155, Jalan BS 5/26
Taman Bukit Serdang
43300 Seri Kembangan, Selangor",Net 30 days,CEN-001 AZIZ,Original,,
155,TEMP-026,Global Food Merchant,Global Food Merchant Holdings Sdn Bhd,Global Food Merchant Holdings Sdn Bhd,Global Food Merchant (Kota Damansara),,1182442-W,"No. 22A-1, Jalan PJU 5/9
Dataran Sunway, Kota Damansara
47810 Petaling Jaya, Selangor","No. 22A-1, Jalan PJU 5/9
Dataran Sunway, Kota Damansara
47810 Petaling Jaya, Selangor",Net 30 days,CEN-001 AZIZ,Original,,
156,TEMP-027,Global Food Merchant,Global Food Merchant Holdings Sdn Bhd,Global Food Merchant Holdings Sdn Bhd,Global Food Merchant (USJ 21),,1182442-W,"Lot 9675, Jalan USJ 21/10
47630 Subang Jaya
Selangor","Lot 9675, Jalan USJ 21/10
47630 Subang Jaya
Selangor",Net 30 days,CEN-001 AZIZ,Original,,
157,TEMP-028,Checkers,CHECKERS HYPERMARKET SDN BHD,CHECKERS HYPERMARKET SDN BHD,CHECKERS HYPERMARKET SDN BHD,,493478-W,"NO 1 & 2, JALAN HILIR 1/13, 
SECTION 13, 40000 SHAH ALAM, 
SELANGOR.","NO 1 & 2, JALAN HILIR 1/13, 
SECTION 13, 40000 SHAH ALAM, 
SELANGOR.",Net 30 days,,Original,,
158,TEMP-029,Checkers,CHECKERS HYPERMARKET SDN BHD,CHECKERS HYPERMARKET SDN BHD,CHECKERS HYPERMARKET SDN BHD (BBB),,493478-W,"NO.11, JALAN 8/35, 
BANDAR BARU BANGI, 
43650 SELANGOR.","NO.11, JALAN 8/35, 
BANDAR BARU BANGI, 
43650 SELANGOR.",Net 30 days,,Original,,
